RES001024,12:17:42,6,405000,2430000,CUS 1874,KMR 004,MP 01,ST 002,LOK 016,CI 0822,CO 0832
RES001025,04:34:12,3,685000,2055000,CUS 1037,KMR 001,MP 03,ST 004,LOK 015,CI 0510,CO 0514
RES001026,14:19:19,1,508000,508000,CUS 2815,KMR 004,MP 03,ST 004,LOK 009,CI 0291,CO 0290
RES001027,11:05:07,9,681000,6129000,CUS 2603,KMR 001,MP 05,ST 004,LOK 006,CI 0209,CO 0217
RES001028,03:03:37,9,500000,4500000,CUS 3212,KMR 004,MP 01,ST 003,LOK 001,CI 0093,CO 0102
RES001029,13:11:39,7,674000,4718000,CUS 0190,KMR 001,MP 06,ST 001,LOK 019,CI 0365,CO 0371
RES003759,22:34:12,8,540000,4320000,CUS 3706,KMR 001,MP 05,ST 003,LOK 003,CI 0067,CO 0075
RES001031,04:46:28,2,430000,860000,CUS 1714,KMR 004,MP 02,ST 004,LOK 008,CI 0804,CO 0810
RES001032,08:23:45,4,1178000,4712000,CUS 2325,KMR 003,MP 06,ST 003,LOK 020,CI 0559,CO 0563
RES001033,04:55:42,4,324000,1296000,CUS 0338,KMR 002,MP 06,ST 002,LOK 019,CI 0784,CO 0791
RES001034,08:43:13,8,1160000,9280000,CUS 3237,KMR 003,MP 04,ST 003,LOK 006,CI 0563,CO 0571
RES001035,04:43:01,8,471000,3768000,CUS 3474,KMR 004,MP 01,ST 004,LOK 007,CI 0641,CO 0649
RES001036,10:06:46,1,364000,364000,CUS 4105,KMR 002,MP 01,ST 003,LOK 014,CI 0858,CO 0861
RES001037,15:53:37,2,1203000,2406000,CUS 1883,KMR 003,MP 05,ST 003,LOK 003,CI 0908,CO 0911
RES001038,06:59:46,6,1299000,7794000,CUS 3410,KMR 003,MP 02,ST 003,LOK 019,CI 0689,CO 0697
RES001039,12:58:42,5,503000,2515000,CUS 3623,KMR 004,MP 04,ST 003,LOK 013,CI 1075,CO 1082
RES001040,06:24:50,5,1233000,6165000,CUS 0390,KMR 003,MP 02,ST 004,LOK 002,CI 0331,CO 0335
RES001041,16:57:28,3,384000,1152000,CUS 0898,KMR 002,MP 01,ST 004,LOK 010,CI 0922,CO 0927
RES001042,15:46:48,6,1259000,7554000,CUS 2166,KMR 003,MP 06,ST 004,LOK 002,CI 0816,CO 0826
RES001043,03:55:11,8,409000,3272000,CUS 0520,KMR 004,MP 05,ST 004,LOK 007,CI 0081,CO 0089
RES001044,10:00:24,5,1324000,6620000,CUS 2038,KMR 003,MP 03,ST 004,LOK 020,CI 0333,CO 0337
RES001045,00:55:31,9,372000,3348000,CUS 3478,KMR 002,MP 04,ST 002,LOK 019,CI 0101,CO 0110
RES001046,01:09:46,8,483000,3864000,CUS 0651,KMR 004,MP 06,ST 003,LOK 017,CI 1076,CO 1085
RES001047,14:28:57,8,1090000,8720000,CUS 1838,KMR 003,MP 01,ST 003,LOK 009,CI 0660,CO 0669
RES001048,16:50:53,8,369000,2952000,CUS 3312,KMR 002,MP 06,ST 003,LOK 014,CI 0057,CO 0065
RES001049,11:29:32,9,498000,4482000,CUS 2691,KMR 004,MP 01,ST 003,LOK 014,CI 0504,CO 0514
RES001050,01:43:55,9,587000,5283000,CUS 0691,KMR 001,MP 05,ST 003,LOK 007,CI 0297,CO 0304
RES001051,15:09:12,6,1139000,6834000,CUS 0450,KMR 003,MP 06,ST 003,LOK 016,CI 0110,CO 0116
RES001052,12:07:20,4,335000,1340000,CUS 1954,KMR 002,MP 06,ST 003,LOK 011,CI 0891,CO 0896
RES001053,21:42:51,7,1148000,8036000,CUS 3496,KMR 003,MP 02,ST 001,LOK 017,CI 0955,CO 0965
RES001054,11:59:34,4,461000,1844000,CUS 1945,KMR 004,MP 05,ST 001,LOK 013,CI 0085,CO 0089
RES001055,16:16:02,2,1261000,2522000,CUS 0566,KMR 003,MP 06,ST 003,LOK 016,CI 0302,CO 0302
RES001056,03:20:37,9,344000,3096000,CUS 0576,KMR 002,MP 04,ST 003,LOK 018,CI 0293,CO 0300
RES001057,21:51:24,4,511000,2044000,CUS 2482,KMR 004,MP 04,ST 003,LOK 020,CI 0625,CO 0629
RES001058,00:22:25,3,590000,1770000,CUS 3803,KMR 001,MP 04,ST 003,LOK 006,CI 0912,CO 0917
RES001059,21:44:10,7,507000,3549000,CUS 2003,KMR 004,MP 03,ST 003,LOK 004,CI 0736,CO 0746
RES001060,22:13:00,7,384000,2688000,CUS 3292,KMR 002,MP 03,ST 003,LOK 015,CI 0911,CO 0920
RES001061,09:44:58,6,347000,2082000,CUS 0523,KMR 002,MP 01,ST 004,LOK 003,CI 0184,CO 0191
RES001062,22:48:34,5,1347000,6735000,CUS 2475,KMR 003,MP 03,ST 001,LOK 004,CI 1018,CO 1026
RES001063,08:05:21,9,455000,4095000,CUS 1542,KMR 004,MP 05,ST 003,LOK 020,CI 0640,CO 0649
RES001064,00:29:56,4,1256000,5024000,CUS 0949,KMR 003,MP 06,ST 003,LOK 001,CI 0126,CO 0130
RES001065,17:18:54,9,495000,4455000,CUS 2469,KMR 004,MP 06,ST 003,LOK 015,CI 0339,CO 0347
RES001066,07:28:16,6,1331000,7986000,CUS 1644,KMR 003,MP 04,ST 002,LOK 020,CI 0421,CO 0429
RES001067,12:43:50,5,578000,2890000,CUS 2779,KMR 001,MP 02,ST 004,LOK 014,CI 0374,CO 0380
RES001068,17:30:49,2,1182000,2364000,CUS 2049,KMR 003,MP 02,ST 003,LOK 015,CI 0598,CO 0600
RES001069,08:03:24,1,477000,477000,CUS 3779,KMR 004,MP 06,ST 003,LOK 006,CI 0741,CO 0745
RES001070,15:48:35,3,1318000,3954000,CUS 2426,KMR 003,MP 02,ST 004,LOK 011,CI 0300,CO 0301
RES001071,21:41:12,4,1172000,4688000,CUS 4050,KMR 003,MP 02,ST 002,LOK 012,CI 0933,CO 0940
RES001072,02:28:55,1,1348000,1348000,CUS 4126,KMR 003,MP 02,ST 003,LOK 010,CI 0164,CO 0166
RES001073,20:31:04,2,1171000,2342000,CUS 1981,KMR 003,MP 01,ST 003,LOK 009,CI 0860,CO 0864
RES001074,19:28:06,4,512000,2048000,CUS 3143,KMR 004,MP 06,ST 004,LOK 003,CI 0431,CO 0437
RES001075,12:08:34,8,1318000,10544000,CUS 0279,KMR 003,MP 05,ST 002,LOK 003,CI 0327,CO 0334
RES001076,15:51:52,9,345000,3105000,CUS 2058,KMR 002,MP 01,ST 004,LOK 017,CI 0848,CO 0859
RES001077,03:28:34,7,593000,4151000,CUS 0139,KMR 001,MP 06,ST 003,LOK 020,CI 0893,CO 0901
RES001078,02:50:23,4,662000,2648000,CUS 3311,KMR 001,MP 02,ST 003,LOK 005,CI 0337,CO 0340
RES001079,21:35:05,3,1280000,3840000,CUS 2362,KMR 003,MP 05,ST 004,LOK 001,CI 0119,CO 0122
RES001080,09:37:00,6,421000,2526000,CUS 0716,KMR 004,MP 05,ST 003,LOK 006,CI 0849,CO 0857
RES001081,00:11:19,7,1212000,8484000,CUS 1462,KMR 003,MP 02,ST 003,LOK 014,CI 0912,CO 0921
RES001082,23:29:07,9,620000,5580000,CUS 1267,KMR 001,MP 04,ST 003,LOK 011,CI 0532,CO 0542
RES001083,15:56:39,9,1345000,12105000,CUS 1452,KMR 003,MP 05,ST 003,LOK 010,CI 0290,CO 0297
RES001084,15:23:05,4,472000,1888000,CUS 2924,KMR 004,MP 05,ST 003,LOK 002,CI 0926,CO 0932
RES001085,13:54:57,2,587000,1174000,CUS 0777,KMR 001,MP 03,ST 003,LOK 014,CI 0408,CO 0412
RES001086,21:54:09,6,324000,1944000,CUS 0446,KMR 002,MP 06,ST 004,LOK 008,CI 0353,CO 0357
RES001087,01:51:19,7,360000,2520000,CUS 0139,KMR 002,MP 03,ST 004,LOK 016,CI 0193,CO 0201
RES001088,02:57:51,8,329000,2632000,CUS 3378,KMR 002,MP 04,ST 004,LOK 002,CI 0706,CO 0716
RES001089,13:38:10,4,354000,1416000,CUS 3897,KMR 002,MP 04,ST 003,LOK 009,CI 0073,CO 0077
RES001090,03:34:08,4,639000,2556000,CUS 3933,KMR 001,MP 03,ST 003,LOK 005,CI 1021,CO 1028
RES001091,21:19:46,8,331000,2648000,CUS 3252,KMR 002,MP 06,ST 004,LOK 008,CI 0832,CO 0843
RES001092,09:42:05,6,325000,1950000,CUS 1849,KMR 002,MP 01,ST 004,LOK 005,CI 1036,CO 1045
RES001093,08:55:29,5,482000,2410000,CUS 2819,KMR 004,MP 02,ST 003,LOK 010,CI 0605,CO 0610
RES001094,16:17:26,3,1287000,3861000,CUS 1427,KMR 003,MP 05,ST 004,LOK 004,CI 0200,CO 0204
RES001095,12:55:37,2,350000,700000,CUS 1960,KMR 002,MP 01,ST 004,LOK 018,CI 0330,CO 0331
RES001096,14:44:27,6,682000,4092000,CUS 2076,KMR 001,MP 06,ST 003,LOK 014,CI 0911,CO 0919
RES001097,06:48:49,7,319000,2233000,CUS 1984,KMR 002,MP 06,ST 004,LOK 001,CI 0928,CO 0938
RES001098,13:07:27,3,666000,1998000,CUS 2938,KMR 001,MP 03,ST 003,LOK 009,CI 1051,CO 1057
RES001099,13:58:54,6,333000,1998000,CUS 3067,KMR 002,MP 02,ST 003,LOK 009,CI 0387,CO 0394
RES003830,09:41:32,4,379000,1516000,CUS 3563,KMR 002,MP 06,ST 004,LOK 015,CI 0110,CO 0114
RES001101,14:05:33,9,633000,5697000,CUS 2890,KMR 001,MP 06,ST 004,LOK 004,CI 0747,CO 0758
RES001102,13:49:16,3,414000,1242000,CUS 2957,KMR 004,MP 05,ST 003,LOK 009,CI 0430,CO 0435
RES001103,18:35:39,2,1179000,2358000,CUS 3855,KMR 003,MP 05,ST 003,LOK 009,CI 0234,CO 0235
RES001104,15:00:53,4,346000,1384000,CUS 1271,KMR 002,MP 06,ST 004,LOK 012,CI 0387,CO 0392
RES001105,06:11:59,3,577000,1731000,CUS 2606,KMR 001,MP 02,ST 004,LOK 007,CI 0073,CO 0076
RES001106,16:17:06,5,507000,2535000,CUS 4154,KMR 004,MP 04,ST 002,LOK 010,CI 0451,CO 0458
RES001107,21:36:20,4,440000,1760000,CUS 2522,KMR 004,MP 04,ST 001,LOK 009,CI 0728,CO 0735
RES001108,22:46:44,7,386000,2702000,CUS 3945,KMR 002,MP 03,ST 003,LOK 007,CI 0887,CO 0895
RES001109,18:26:41,3,413000,1239000,CUS 2090,KMR 004,MP 04,ST 004,LOK 015,CI 0643,CO 0646
RES001110,21:07:56,2,400000,800000,CUS 1700,KMR 002,MP 03,ST 003,LOK 011,CI 0802,CO 0808
RES001111,19:45:53,9,607000,5463000,CUS 2696,KMR 001,MP 06,ST 003,LOK 008,CI 0642,CO 0651
RES001112,12:56:48,7,444000,3108000,CUS 2686,KMR 004,MP 02,ST 004,LOK 019,CI 0063,CO 0070
RES001113,18:46:27,3,359000,1077000,CUS 2190,KMR 002,MP 04,ST 003,LOK 005,CI 0654,CO 0658
RES001114,22:30:32,2,509000,1018000,CUS 0489,KMR 004,MP 04,ST 003,LOK 018,CI 1015,CO 1020
RES001115,22:47:30,1,409000,409000,CUS 0139,KMR 004,MP 02,ST 003,LOK 010,CI 1022,CO 1026
RES001116,13:34:49,9,594000,5346000,CUS 0854,KMR 001,MP 01,ST 001,LOK 003,CI 0936,CO 0948
RES001117,01:27:57,7,540000,3780000,CUS 0139,KMR 001,MP 01,ST 004,LOK 015,CI 0604,CO 0611
RES001118,14:39:35,4,476000,1904000,CUS 1265,KMR 004,MP 01,ST 004,LOK 002,CI 0246,CO 0248
RES001119,01:10:35,2,447000,894000,CUS 1048,KMR 004,MP 05,ST 004,LOK 014,CI 0273,CO 0273
RES001120,08:42:42,1,1117000,1117000,CUS 1996,KMR 003,MP 04,ST 004,LOK 008,CI 0044,CO 0045
RES001121,20:58:05,3,375000,1125000,CUS 1250,KMR 002,MP 05,ST 004,LOK 001,CI 0360,CO 0361
RES001122,01:38:32,1,327000,327000,CUS 0139,KMR 002,MP 06,ST 003,LOK 018,CI 0033,CO 0034
RES001123,13:59:30,7,1330000,9310000,CUS 1964,KMR 003,MP 02,ST 004,LOK 008,CI 0763,CO 0772
RES001124,18:37:29,7,395000,2765000,CUS 0139,KMR 002,MP 03,ST 003,LOK 002,CI 0911,CO 0920
RES001125,10:32:49,3,580000,1740000,CUS 0733,KMR 001,MP 05,ST 003,LOK 003,CI 0505,CO 0509
RES001126,05:55:43,7,594000,4158000,CUS 2191,KMR 001,MP 06,ST 003,LOK 007,CI 0401,CO 0409
RES001127,18:14:11,4,362000,1448000,CUS 4145,KMR 002,MP 02,ST 003,LOK 015,CI 0581,CO 0585
RES001128,17:05:34,6,482000,2892000,CUS 2944,KMR 004,MP 06,ST 004,LOK 006,CI 0744,CO 0752
RES001129,08:09:53,3,603000,1809000,CUS 2706,KMR 001,MP 03,ST 003,LOK 014,CI 0831,CO 0838
RES001130,07:38:48,8,1286000,10288000,CUS 2672,KMR 003,MP 06,ST 003,LOK 017,CI 0385,CO 0394
RES001131,06:57:48,6,423000,2538000,CUS 2520,KMR 004,MP 04,ST 004,LOK 013,CI 0251,CO 0255
RES001132,12:10:07,2,336000,672000,CUS 0312,KMR 002,MP 02,ST 001,LOK 016,CI 0312,CO 0312
RES001133,00:48:38,2,489000,978000,CUS 3289,KMR 004,MP 03,ST 004,LOK 010,CI 0027,CO 0029
RES001134,18:07:20,2,431000,862000,CUS 2809,KMR 004,MP 05,ST 002,LOK 017,CI 0133,CO 0135
RES001135,10:17:17,6,330000,1980000,CUS 3547,KMR 002,MP 05,ST 003,LOK 004,CI 0131,CO 0137
RES001136,10:33:56,6,1300000,7800000,CUS 1709,KMR 003,MP 04,ST 004,LOK 002,CI 0123,CO 0129
RES001137,16:30:58,5,504000,2520000,CUS 3354,KMR 004,MP 02,ST 003,LOK 007,CI 0909,CO 0915
RES001138,03:41:40,4,593000,2372000,CUS 3391,KMR 001,MP 02,ST 004,LOK 015,CI 0536,CO 0541
RES001139,20:14:06,2,339000,678000,CUS 2669,KMR 002,MP 06,ST 004,LOK 013,CI 0050,CO 0052
RES001140,20:01:21,2,1169000,2338000,CUS 1880,KMR 003,MP 05,ST 003,LOK 009,CI 0610,CO 0612
RES001141,13:46:01,3,368000,1104000,CUS 2984,KMR 002,MP 02,ST 003,LOK 008,CI 0785,CO 0791
RES001142,10:51:42,1,509000,509000,CUS 4060,KMR 004,MP 01,ST 003,LOK 020,CI 0260,CO 0259
RES001143,11:31:58,1,392000,392000,CUS 0139,KMR 002,MP 04,ST 004,LOK 013,CI 0104,CO 0105
RES001144,19:39:22,3,581000,1743000,CUS 3304,KMR 001,MP 01,ST 004,LOK 004,CI 0867,CO 0872
RES001145,09:42:20,3,572000,1716000,CUS 2675,KMR 001,MP 01,ST 004,LOK 018,CI 0071,CO 0074
RES001146,09:11:13,6,353000,2118000,CUS 2799,KMR 002,MP 01,ST 003,LOK 008,CI 0532,CO 0539
RES001147,13:29:29,6,1099000,6594000,CUS 3846,KMR 003,MP 04,ST 004,LOK 017,CI 0876,CO 0883
RES001148,14:28:05,6,1134000,6804000,CUS 0346,KMR 003,MP 06,ST 004,LOK 009,CI 0596,CO 0602
RES001928,11:01:23,6,605000,3630000,CUS 1678,KMR 001,MP 03,ST 004,LOK 020,CI 0246,CO 0250
RES001150,14:32:35,6,321000,1926000,CUS 3479,KMR 002,MP 05,ST 002,LOK 009,CI 0225,CO 0230
RES001151,12:35:01,3,622000,1866000,CUS 0139,KMR 001,MP 05,ST 003,LOK 005,CI 0339,CO 0341
RES001152,14:31:49,9,657000,5913000,CUS 4068,KMR 001,MP 01,ST 003,LOK 017,CI 0896,CO 0906
RES001153,15:05:53,5,619000,3095000,CUS 1165,KMR 001,MP 02,ST 004,LOK 001,CI 0913,CO 0920
RES001154,12:26:51,7,497000,3479000,CUS 4113,KMR 004,MP 06,ST 004,LOK 007,CI 0404,CO 0412
RES001155,17:33:05,5,1174000,5870000,CUS 4101,KMR 003,MP 02,ST 002,LOK 020,CI 0509,CO 0515
RES001156,01:48:33,2,606000,1212000,CUS 0139,KMR 001,MP 04,ST 003,LOK 015,CI 0516,CO 0519
RES001157,14:18:48,8,633000,5064000,CUS 1598,KMR 001,MP 02,ST 003,LOK 002,CI 0443,CO 0453
RES001158,07:18:30,2,1237000,2474000,CUS 2870,KMR 003,MP 06,ST 004,LOK 008,CI 0556,CO 0558
RES001159,08:45:45,5,629000,3145000,CUS 4136,KMR 001,MP 02,ST 001,LOK 017,CI 0901,CO 0907
RES001160,07:20:10,1,594000,594000,CUS 1132,KMR 001,MP 06,ST 004,LOK 013,CI 0463,CO 0466
RES001161,16:18:35,4,1114000,4456000,CUS 0427,KMR 003,MP 03,ST 004,LOK 009,CI 0248,CO 0250
RES001162,13:23:34,3,472000,1416000,CUS 2119,KMR 004,MP 05,ST 003,LOK 020,CI 0398,CO 0402
RES001163,15:03:28,5,450000,2250000,CUS 4089,KMR 004,MP 01,ST 003,LOK 019,CI 0635,CO 0640
RES001164,14:58:41,8,409000,3272000,CUS 3374,KMR 004,MP 05,ST 004,LOK 001,CI 0865,CO 0875
RES001165,22:37:32,3,561000,1683000,CUS 2993,KMR 001,MP 05,ST 003,LOK 018,CI 0397,CO 0401
RES001166,06:26:37,8,600000,4800000,CUS 0807,KMR 001,MP 05,ST 003,LOK 014,CI 0434,CO 0444
RES001167,11:55:10,2,334000,668000,CUS 0870,KMR 002,MP 05,ST 004,LOK 016,CI 0822,CO 0828
RES001168,17:29:35,4,1237000,4948000,CUS 1472,KMR 003,MP 04,ST 003,LOK 010,CI 0770,CO 0776
RES001169,09:36:48,4,410000,1640000,CUS 1124,KMR 004,MP 02,ST 004,LOK 004,CI 0809,CO 0817
RES001170,05:40:00,8,390000,3120000,CUS 2586,KMR 002,MP 03,ST 001,LOK 011,CI 0322,CO 0329
RES001171,14:27:32,9,372000,3348000,CUS 0139,KMR 002,MP 01,ST 003,LOK 018,CI 0240,CO 0247
RES001172,07:01:12,1,515000,515000,CUS 3516,KMR 004,MP 03,ST 004,LOK 008,CI 0879,CO 0881
RES001173,02:00:01,5,495000,2475000,CUS 1554,KMR 004,MP 03,ST 002,LOK 002,CI 0748,CO 0755
RES001174,17:15:59,4,491000,1964000,CUS 2389,KMR 004,MP 01,ST 002,LOK 004,CI 0552,CO 0556
RES001175,16:18:08,5,454000,2270000,CUS 3818,KMR 004,MP 06,ST 002,LOK 004,CI 0579,CO 0584
RES001176,22:44:07,1,548000,548000,CUS 3217,KMR 001,MP 03,ST 004,LOK 011,CI 0003,CO 0004
RES001177,01:55:04,6,316000,1896000,CUS 0305,KMR 002,MP 06,ST 003,LOK 008,CI 0199,CO 0205
RES001178,10:50:56,5,1118000,5590000,CUS 0035,KMR 003,MP 03,ST 003,LOK 006,CI 0937,CO 0945
RES001179,19:55:34,1,652000,652000,CUS 1533,KMR 001,MP 02,ST 004,LOK 001,CI 0288,CO 0287
RES001180,05:54:57,6,1322000,7932000,CUS 0139,KMR 003,MP 01,ST 004,LOK 017,CI 0833,CO 0842
RES001181,22:27:11,1,1122000,1122000,CUS 4176,KMR 003,MP 05,ST 003,LOK 015,CI 0319,CO 0319
RES001182,11:43:46,3,487000,1461000,CUS 0670,KMR 004,MP 02,ST 001,LOK 010,CI 0663,CO 0667
RES001183,02:11:36,4,414000,1656000,CUS 2199,KMR 004,MP 06,ST 003,LOK 001,CI 0891,CO 0896
RES001184,15:21:45,5,369000,1845000,CUS 1102,KMR 002,MP 05,ST 003,LOK 018,CI 0045,CO 0050
RES001185,17:08:49,2,474000,948000,CUS 2002,KMR 004,MP 04,ST 003,LOK 020,CI 0800,CO 0806
RES001186,04:42:30,3,654000,1962000,CUS 2792,KMR 001,MP 04,ST 003,LOK 015,CI 0126,CO 0129
RES001187,00:57:49,2,386000,772000,CUS 1326,KMR 002,MP 06,ST 004,LOK 019,CI 0800,CO 0806
RES001188,15:52:26,2,437000,874000,CUS 3910,KMR 004,MP 01,ST 001,LOK 009,CI 0140,CO 0142
RES001189,15:42:43,4,1196000,4784000,CUS 3303,KMR 003,MP 05,ST 004,LOK 012,CI 0198,CO 0203
RES001657,07:09:24,5,1255000,6275000,CUS 1120,KMR 003,MP 03,ST 003,LOK 002,CI 0365,CO 0369
RES001191,21:17:09,2,478000,956000,CUS 3400,KMR 004,MP 04,ST 004,LOK 012,CI 0904,CO 0907
RES001192,04:57:15,4,461000,1844000,CUS 3082,KMR 004,MP 06,ST 004,LOK 003,CI 0196,CO 0201
RES001193,23:34:39,7,1142000,7994000,CUS 2062,KMR 003,MP 01,ST 003,LOK 011,CI 0324,CO 0330
RES001194,13:08:32,9,463000,4167000,CUS 2840,KMR 004,MP 02,ST 003,LOK 001,CI 0104,CO 0113
RES001195,07:40:58,2,379000,758000,CUS 1791,KMR 002,MP 01,ST 002,LOK 001,CI 0847,CO 0851
RES001196,14:10:39,5,1301000,6505000,CUS 2604,KMR 003,MP 05,ST 002,LOK 015,CI 0308,CO 0311
RES001197,23:14:20,4,1245000,4980000,CUS 2156,KMR 003,MP 06,ST 004,LOK 001,CI 0056,CO 0060
RES001198,06:41:31,4,605000,2420000,CUS 3958,KMR 001,MP 06,ST 004,LOK 018,CI 0666,CO 0671
RES001199,14:28:29,3,344000,1032000,CUS 2442,KMR 002,MP 06,ST 004,LOK 008,CI 0411,CO 0416
RES001200,17:50:35,4,357000,1428000,CUS 0139,KMR 002,MP 03,ST 003,LOK 003,CI 0217,CO 0220
RES001201,19:28:15,8,359000,2872000,CUS 0150,KMR 002,MP 01,ST 001,LOK 006,CI 0697,CO 0707
RES001202,10:28:25,9,1181000,10629000,CUS 3286,KMR 003,MP 02,ST 004,LOK 010,CI 0830,CO 0842
RES001203,06:49:12,7,1125000,7875000,CUS 1180,KMR 003,MP 01,ST 003,LOK 010,CI 0998,CO 1008
RES001204,09:19:32,3,350000,1050000,CUS 1317,KMR 002,MP 01,ST 003,LOK 006,CI 0188,CO 0192
RES001205,04:12:40,7,380000,2660000,CUS 4130,KMR 002,MP 06,ST 003,LOK 006,CI 0992,CO 1002
RES001206,10:53:42,4,1253000,5012000,CUS 2893,KMR 003,MP 05,ST 003,LOK 009,CI 0975,CO 0982
RES001207,03:37:37,9,322000,2898000,CUS 1146,KMR 002,MP 06,ST 003,LOK 020,CI 0599,CO 0608
RES001208,03:18:43,6,583000,3498000,CUS 0431,KMR 001,MP 02,ST 003,LOK 010,CI 0529,CO 0536
RES001209,22:53:09,1,428000,428000,CUS 2562,KMR 004,MP 03,ST 004,LOK 003,CI 0922,CO 0925
RES001210,18:46:16,4,1260000,5040000,CUS 3612,KMR 003,MP 01,ST 003,LOK 015,CI 0887,CO 0892
RES001211,10:29:34,1,397000,397000,CUS 3423,KMR 002,MP 02,ST 004,LOK 019,CI 0094,CO 0095
RES001212,15:02:05,2,456000,912000,CUS 3702,KMR 004,MP 04,ST 003,LOK 002,CI 0295,CO 0295
RES001213,05:36:44,8,666000,5328000,CUS 0139,KMR 001,MP 06,ST 003,LOK 015,CI 0634,CO 0642
RES001214,10:04:24,5,559000,2795000,CUS 3838,KMR 001,MP 03,ST 001,LOK 007,CI 0059,CO 0064
RES001215,04:05:38,4,1323000,5292000,CUS 3703,KMR 003,MP 02,ST 003,LOK 012,CI 0196,CO 0201
RES001216,06:16:47,1,365000,365000,CUS 0139,KMR 002,MP 04,ST 002,LOK 020,CI 1067,CO 1070
RES001217,02:58:50,2,563000,1126000,CUS 2895,KMR 001,MP 04,ST 003,LOK 017,CI 0814,CO 0820
RES001218,08:19:22,5,561000,2805000,CUS 1561,KMR 001,MP 04,ST 004,LOK 020,CI 0880,CO 0886
RES001219,06:07:37,2,565000,1130000,CUS 3806,KMR 001,MP 02,ST 003,LOK 014,CI 0959,CO 0964
RES001220,20:45:41,5,501000,2505000,CUS 1551,KMR 004,MP 02,ST 004,LOK 016,CI 0463,CO 0469
RES001221,22:06:51,2,366000,732000,CUS 3470,KMR 002,MP 01,ST 004,LOK 015,CI 1064,CO 1068
RES001222,20:01:37,8,448000,3584000,CUS 0139,KMR 004,MP 06,ST 003,LOK 007,CI 0296,CO 0302
RES001223,20:16:40,5,443000,2215000,CUS 0758,KMR 004,MP 03,ST 003,LOK 018,CI 0787,CO 0795
RES001224,23:08:10,2,610000,1220000,CUS 3405,KMR 001,MP 01,ST 003,LOK 018,CI 0978,CO 0983
RES001225,03:07:19,4,411000,1644000,CUS 4169,KMR 004,MP 06,ST 001,LOK 018,CI 0989,CO 0996
RES001226,05:51:13,9,543000,4887000,CUS 1776,KMR 001,MP 01,ST 002,LOK 012,CI 1025,CO 1037
RES001227,21:22:05,4,401000,1604000,CUS 1150,KMR 002,MP 03,ST 002,LOK 001,CI 0732,CO 0739
RES001228,11:43:13,2,480000,960000,CUS 0225,KMR 004,MP 02,ST 004,LOK 007,CI 0702,CO 0706
RES001229,05:54:26,9,1359000,12231000,CUS 3992,KMR 003,MP 05,ST 004,LOK 020,CI 0237,CO 0244
RES001230,02:15:58,7,397000,2779000,CUS 1573,KMR 002,MP 05,ST 004,LOK 018,CI 0492,CO 0500
RES001231,22:23:38,6,420000,2520000,CUS 0095,KMR 004,MP 04,ST 004,LOK 007,CI 0030,CO 0036
RES001232,11:26:38,3,361000,1083000,CUS 2044,KMR 002,MP 03,ST 004,LOK 005,CI 0710,CO 0715
RES001233,07:31:38,5,634000,3170000,CUS 3872,KMR 001,MP 02,ST 001,LOK 010,CI 0166,CO 0172
RES001234,11:52:43,3,1152000,3456000,CUS 2947,KMR 003,MP 01,ST 004,LOK 001,CI 0124,CO 0127
RES001235,08:24:45,7,369000,2583000,CUS 3213,KMR 002,MP 01,ST 004,LOK 007,CI 0896,CO 0904
RES001236,22:19:20,8,472000,3776000,CUS 0838,KMR 004,MP 01,ST 003,LOK 015,CI 0027,CO 0035
RES001237,01:15:50,9,685000,6165000,CUS 0832,KMR 001,MP 03,ST 002,LOK 011,CI 0798,CO 0811
RES001238,08:59:04,9,370000,3330000,CUS 0139,KMR 002,MP 01,ST 004,LOK 020,CI 0250,CO 0257
RES001239,20:14:41,9,502000,4518000,CUS 0509,KMR 004,MP 03,ST 003,LOK 020,CI 0241,CO 0248
RES001240,03:08:51,5,355000,1775000,CUS 0139,KMR 002,MP 05,ST 004,LOK 020,CI 0171,CO 0178
RES001241,01:11:16,6,645000,3870000,CUS 3337,KMR 001,MP 03,ST 003,LOK 010,CI 0545,CO 0551
RES001242,18:41:30,5,322000,1610000,CUS 4077,KMR 002,MP 03,ST 003,LOK 011,CI 0038,CO 0043
RES001243,12:17:44,5,377000,1885000,CUS 2961,KMR 002,MP 04,ST 004,LOK 008,CI 0606,CO 0611
RES001244,09:56:53,4,586000,2344000,CUS 0746,KMR 001,MP 06,ST 003,LOK 012,CI 0973,CO 0980
RES001245,08:11:06,5,690000,3450000,CUS 3177,KMR 001,MP 06,ST 002,LOK 012,CI 0615,CO 0620
RES001246,10:17:31,6,1370000,8220000,CUS 0792,KMR 003,MP 04,ST 002,LOK 019,CI 0620,CO 0626
RES001247,00:38:23,3,1203000,3609000,CUS 3951,KMR 003,MP 06,ST 004,LOK 008,CI 0965,CO 0971
RES001248,07:18:44,8,1296000,10368000,CUS 1022,KMR 003,MP 06,ST 001,LOK 002,CI 0309,CO 0315
RES001249,10:19:29,1,355000,355000,CUS 0549,KMR 002,MP 06,ST 004,LOK 011,CI 0313,CO 0312
RES001250,06:06:35,5,359000,1795000,CUS 2979,KMR 002,MP 05,ST 004,LOK 020,CI 0920,CO 0927
RES001251,22:51:01,6,570000,3420000,CUS 1577,KMR 001,MP 05,ST 004,LOK 019,CI 0155,CO 0162
RES001252,22:52:59,5,683000,3415000,CUS 2535,KMR 001,MP 02,ST 001,LOK 020,CI 1017,CO 1025
